Category,Sentence,Severity Level
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,নিজের ভুলে প্রতিদিন মনে হয় আমি অন্যদের জীবন নষ্ট করছি।,Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,প্রতিদিন মনে হয় আমার কারণে পরিবার সমাজে মাথা নিচু করে চলছে।,Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,আমি প্রতিদিন অনুভব করি আমি শুধু লজ্জার কারণ।,Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,প্রতিদিন মনে হয় আমি আমার জীবন দিয়ে শুধু ব্যর্থতার গল্প লিখছি।,Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,"যত অর্জনই হোক, নিজের কাছে আমি কিছুই নই।",Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,"প্রতিদিন মনে হয় আমি পরিবার, বন্ধু, সমাজ—সবার কাছে ব্যর্থ।",Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,আমি প্রতিদিন অনুভব করি আমি বেঁচে থেকে কারো উপকারে আসছি না।,Depressed
Feeling bad about oneself—or that one is a failure or has let oneself or one’s family down,"প্রতিদিন মনে হয় আমি যতদিন আছি, ততদিন পৃথিবীতে বোঝা বাড়াচ্ছি।",Depressed
Trouble concentrating on things,মাঝে মাঝে বই পড়তে গিয়ে দুই-তিন লাইন বাদ চলে যায়।,Not Depressed
Trouble concentrating on things, টিভি দেখতে বসে মাঝেমধ্যে অন্য চিন্তায় চলে যাই।,Not Depressed
Trouble concentrating on things,অনলাইন ক্লাসে কখনো কখনো মনোযোগ ধরে রাখতে পারি না।,Not Depressed
Trouble concentrating on things,সিনেমা দেখতে গিয়ে অল্প সময়ের জন্য মন সরে যায়।,Not Depressed
Trouble concentrating on things,পড়তে বসে মাঝে মাঝে মোবাইলে নিয়ে ব্যস্ত হয়ে যাই।,Not Depressed
Trouble concentrating on things,"কাজের মাঝে হঠাৎ অন্য কথা মনে পড়ে যায়, তবে দ্রুত ফোকাস করার চেষ্টা করি।",Not Depressed
Trouble concentrating on things,গান শুনতে শুনতে কখনো অন্যমনস্ক হয়ে যাই।,Not Depressed
Trouble concentrating on things,"মিটিংয়ে ছোটখাটো বিষয় এড়িয়ে যাই, তবে সমস্যা হয় না।",Not Depressed
Trouble concentrating on things,অনুশীলনের সময় মাঝে মাঝে মনোযোগ ভেঙে যায়।,Not Depressed
